communication_event_id,event_source_id,artifact_kind,artifact_url,status
comm-4debd575a215e0b1640bdfef,src-e9aefd5423def92e1bfbb727,VIDEO,https://www.youtube.com/watch?v=fCXGHoKmHuM,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4e3600d9e35495af6603ad6e,src-6f5adea5346b354070f32cf1,VIDEO,https://youtube.com/live/SIlcrbuoPPk?feature=share,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4e42248c25b2ec7f4695f890,src-df1658ecf6294326b91d6b69,AUDIO,https://minneapolisfed.org/-/media/files/news_events/pres/2017-03-23-kashkari-media-scum.mp3?rev=7e3c3e1a301c42fda1746a1f9424de46,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4e42248c25b2ec7f4695f890,src-48f9652cca40992d99af8241,AUDIO,https://www.minneapolisfed.org/-/media/files/news_events/pres/2017-03-23-kashkari-media-scum.mp3?rev=7e3c3e1a301c42fda1746a1f9424de46,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4f0c566b632ec0c7487d406c,src-2f47a9b0fb36036c742ba9e4,VIDEO,https://www.youtube.com/watch?v=8r7yIkmJTuI,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4f21bbe5b13187751856b903,src-56cbe825e6abfffbba8d2df6,VIDEO,https://www.youtube.com/watch?v=LB4ncob76P0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4fb6338bea33cfe87acb16a8,src-0faea5727839de971c8fb213,VIDEO,https://www.youtube.com/watch?v=z187wRC-4KU,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-4fcf9c985b644c20b77b92fa,src-5875d4d4e233e32d7a208e55,VIDEO,https://www.youtube.com/watch?v=V8MkmNoyPzI,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-51ee0dd16d3efdd470cd1e90,src-f8208b5ce05bbcc20cdd347f,VIDEO,https://www.youtube.com/watch?v=4CCBd_m9G2w,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-520291305736e47cf28c6ffd,src-333651e2efe7a39f9dd98a7d,VIDEO,https://www.youtube.com/watch?v=3THDdn67-kQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-529f2872a60ab82189496ea7,src-f87e77ecfbdd6f662c5bc383,VIDEO,https://www.youtube.com/watch?v=Wp_oFlDr_yo,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-56588de200c6a9869f193d78,src-17f07f5a1f49deb82ee804ba,VIDEO,https://www.youtube.com/watch?v=-WfytrDum5Q,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-58b21ce1645a6cc45be92aa3,src-0c54a77be08f38097d8e3017,VIDEO,https://www.youtube.com/watch?v=QwSvGzCamCo,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5b0f16621c0e8d389a84e01a,src-34b99a2bff8c2b2934c90a6d,VIDEO,https://www.youtube.com/watch?v=cJVf9Yu_suA,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5b1808cea77e22fb84453126,src-acffee9fe1d52c0e6e01f3cb,VIDEO,https://www.youtube.com/watch?v=cWCrMkCMWSA,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5bf4025d72f6cb7f5b2d0111,src-2e1fc3e136f6d7a69f60324b,VIDEO,https://www.youtube.com/live/PxcqPsuzMMk,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5c94e1b89c9bdcc3aa93b57a,src-f67b15dce520083a55f79be9,VIDEO,https://www.youtube.com/watch?v=cLvaM9Jbse8,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5de68d7cb3e28b24366dc945,src-13968fb584ba741a1e640d07,VIDEO,https://www.youtube.com/watch?v=s7wwXVwjCqg,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5ea9e6ffd34bdbe00fb3742e,src-4cda1a93fd8b16bd1335d8b3,VIDEO,https://www.youtube.com/watch?v=pJtZXuCjVL8,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5f96f5ac4affd8fbea6d5c4f,src-2b563a56b09d8d605541f8cd,VIDEO,https://youtube.com/live/-EmOu_ZGNUg,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5f974cd128f6746f316c7fb4,src-8aa727d6c274cf89030b7b5c,VIDEO,https://www.youtube.com/watch?v=FkQLhwiptJw,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-5feec99685758d5253d68e96,src-c60ea62d20b8026144b6fb56,VIDEO,https://www.youtube.com/watch?v=JNH9zSfuM3w,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-603018dd2410ae86609deaa0,src-8797a8fdfd88f577e67569c3,VIDEO,https://youtu.be/_SA2lFBMbSY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-60fa843e6597135324322120,src-4f5524e5e09f15fb93acfdd8,AUDIO,https://www.bostonfed.org/-/media/Files/Speeches/Sounds/20170419-rosengren-speech.MP3,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-61d89d1cb73ec0207d894f3b,src-4a97d8ed68f5d6cb4e57a978,VIDEO,https://www.youtube.com/watch?v=nAKjKmGA86U,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6305b975112a4eb21d846988,src-8d45fe41cdda34b0f7260c8a,VIDEO,https://youtube.com/live/NwzEwML9mLk,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-63964c10123bada167770c27,src-2e1916503ebd8c33342be78b,VIDEO,https://www.youtube.com/watch?v=Xj5Ldu0evZg,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-640135822c586a12fd80303c,src-ab0513b5336282a6062aa40c,VIDEO,https://www.youtube.com/live/ZXSxyoPWsU0?si=Bc-bMIGRHIPUkaH0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-64263dc245c9090189dc9b2c,src-7af8e9f73e8651171ee35783,VIDEO,https://www.youtube.com/watch?v=754Iprs5cz4,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-645cda3c36e8f61918d7822b,src-bb9d5acf03215c88a2ddc1b2,VIDEO,https://www.youtube.com/watch?v=epNeMJJKCes,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-65cb715a0a0180baaa360378,src-fb2b1241331bc91f9c801fc9,VIDEO,https://www.youtube.com/watch?v=IATNG6DtyN0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-662f0d70f4b337b27a9f940c,src-055b6ca64bc32e45c8568d84,VIDEO,https://www.youtube.com/watch?v=2YNs4dZ_2OY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-66fcdb5407e31e2a38db56bf,src-b3d504973841a95b15bc2045,VIDEO,https://www.youtube.com/watch?v=iLxEfg3SeM4,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-675383cc3e5927798047bd9a,src-e1eae0a7005f9f465f0f7d2e,VIDEO,http://www.youtube.com/watch?v=DzzZWulsIbU,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-67a78663ac16bd3caa26daea,src-afaf325fd91ce31c9c5ce88d,VIDEO,https://www.youtube.com/watch?v=hOrAcTLw-FA,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-67b7e489cec01a6d643b0d9e,src-a2dfaa9deac6ec68b746d63b,VIDEO,https://www.youtube.com/live/wY-YR0NoZYs,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-68a3719c0008c98e34b54318,src-f95a0f97e8f58b26b698980f,VIDEO,https://www.youtube.com/watch?v=ucTaRRwPkpI,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-693de9a3c4b9afe94cef2956,src-20601641ec105ff5a9c24514,VIDEO,https://www.youtube.com/watch?v=oKwXGG3tSh8,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6949a7520e8023963953a50b,src-a5e12b9b7a36c1b264314fbd,VIDEO,https://www.youtube.com/watch?v=A2E_eKLhFTk,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-69724785034d14cb47c745eb,src-542671857e6045f05251d09f,VIDEO,https://www.youtube.com/watch?v=xoQP3eDLVKk,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6a03e31f29a38366b1868773,src-aad0170ee7d96947a30fab2e,VIDEO,https://www.youtube.com/watch?v=rB-N3kA6dCY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6b13ff882d31bb29d7f9e87b,src-81e8ef26b94e302ef75637fb,VIDEO,https://www.youtube.com/watch?v=mjmcYNmGte0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6b9c4d0ef1f6f0199bb166ef,src-65c7f35747108cce973ec29d,VIDEO,https://www.youtube.com/watch?v=fz3knZt7FJY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6be87bfab41ce9d52a8d91c4,src-6e7a7208f1146e3563283ad7,VIDEO,https://www.youtube.com/watch?v=3rlR_pJQhDg,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6ce526be2d096bd37431cc91,src-2c4c55aacfd5903f9420050b,VIDEO,http://www.youtube.com/watch?v=kQFKtI6gn9Y,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6e908edc73f815da3b138bad,src-360b976a135b5dc1d932f21b,VIDEO,https://www.youtube.com/watch?v=KnDgHrqKNiw,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6e984109dfba50a379860fc9,src-989133c898395d58e10a1e47,VIDEO,https://www.youtube.com/watch?v=RotcD7OREP4,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6edb11e3eebc73d2500197e7,src-67c6ed63329752f4f4e91054,TRANSCRIPT_OR_CAPTIONS,https://www.federalreserve.gov/mediacenter/files/payments-conference-panel-1-transcript.pdf,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6edb11e3eebc73d2500197e7,src-67c6ed63329752f4f4e91054,TRANSCRIPT_OR_CAPTIONS,https://www.federalreserve.gov/mediacenter/files/payments-conference-panel-3-transcript.pdf,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6edb11e3eebc73d2500197e7,src-67c6ed63329752f4f4e91054,TRANSCRIPT_OR_CAPTIONS,https://www.federalreserve.gov/mediacenter/files/payments-conference-panel-4-transcript.pdf,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-6ee6f5db36c49e9ff6f3dc53,src-16717d7011d695d04f0028d9,VIDEO,https://www.youtube.com/live/izmOhgLd_b4,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-71d851e69e300104dbc66a38,src-1ca272c4018bea5b6a486690,VIDEO,https://www.youtube.com/watch?v=W6yH5I4-CO0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-73258ce7d1ecd1e1734a0e9f,src-18dcbbb1cbe26c9c7ed2367f,VIDEO,https://www.youtube.com/watch?v=_DlwAMNuBbE,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-73508d7760d212fda5c562ca,src-485bdfdc8c710e9e6adfa767,VIDEO,https://www.youtube.com/watch?v=zEU1S9D2TQ8,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-7397852cb5c207bc1349fb41,src-a90ce86b80a5cca1b7c49229,VIDEO,https://www.youtube.com/watch?v=pr3Z4lg-2uQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-7410ea934bd06fe1f58c58de,src-d54ce51c96177e1ee607882c,VIDEO,https://www.youtube.com/live/TkLSMyVkU2o,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-74b9fab49018e25db53082ed,src-4ed97f5832ad2b2a2e45f9d0,VIDEO,https://www.youtube.com/watch?v=ZdMrupJANcE,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-74ce1969d67062809f77feea,src-5363a827d76f35ac0127777c,VIDEO,https://youtu.be/cX9S0o0V084,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-75ef08f3f3c3bd77f4d2e4a1,src-8ab6ea18981a893bd58bb885,VIDEO,https://www.youtube.com/watch?v=DgBIPPGl76s,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-770ef87b8c1bceb0053cff86,src-7ce371d868c13cfe4f748642,VIDEO,https://www.youtube.com/watch?v=8DPPuKJD-XY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-777a6a622642ddf52720fef2,src-a1f1f81aaf941dc7e3a8d7e1,VIDEO,https://www.youtube.com/watch?v=QflMLcylwVA,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-778556ff34e51e58748c8d30,src-57d696154163de7a91901061,VIDEO,https://www.youtube.com/watch?v=44OS61C5ajQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-778727f7d0d05aabd4e84eab,src-cb5ba85fd09ccb1a6c02cf28,VIDEO,https://www.youtube.com/watch?v=GgnU1kOnlew,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-77f749e1132d71f11f5ff388,src-8f965a481efafbb0f7f72057,VIDEO,https://youtu.be/AxFVQJG_Wbk,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-78f673496d2f28917f9552bd,src-6f187541544901073f397e74,VIDEO,https://www.youtube.com/watch?v=UQ5k6yvsWls,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-7a004dcdab28d3a7ef902148,src-75ad3c3217cc7204262ac6eb,VIDEO,https://www.youtube.com/live/-lYOKvBN9wE,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-7b2ba45c1d5d7bd1e177114b,src-93cd2a241cc1f1b1a600fd92,VIDEO,https://www.youtube.com/watch?v=AA0hwm0g31A,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-7b2ba45c1d5d7bd1e177114b,src-93cd2a241cc1f1b1a600fd92,VIDEO,https://www.youtube.com/watch?v=Bg2FxdBmasU,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-7cc1a2bc4c4be8c91da2295e,src-706a072c0c61516203e82ad8,VIDEO,https://www.youtube.com/watch?v=Htdyi0my4gA,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-80755c5ca1c08ff78a814876,src-73916ce16d993e81b10829eb,VIDEO,https://www.youtube.com/live/lGLxp31QYKo,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-807b3beff7d738122e5e29c1,src-1bb79d717d7c826be8def9aa,VIDEO,https://www.youtube.com/watch?v=attf4J9pyxo,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-807f4291731666386286ca8a,src-cc3cb7ae2ca35d911cf442e5,VIDEO,https://www.youtube.com/watch?v=VJvuC5VCtiI,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-80a71ef78204964c0a6b17ce,src-9f2413698d49fb0b953bb244,VIDEO,https://www.youtube.com/watch?v=dk9ADluzymQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-819c6f2ac44ce5dcf5853881,src-ef62f580d29adc315a1d5a72,VIDEO,https://www.youtube.com/watch?v=H0VdlmRS3UY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-81f0fd42e6342c505ddca17c,src-f0af7b8b1d61bc477477c649,VIDEO,https://youtu.be/kql4-A3ynNk?t=15076,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-821c3426f4ea5d90291269f9,src-26c9dfca72c5681a6e3874f2,VIDEO,https://www.youtube.com/watch?v=C949hLSQFZs,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-84cad3a06bead845587bb7a2,src-51ef501f2480c67d1ede57aa,AUDIO,https://minneapolisfed.org/-/media/files/news_events/pres/nrk05-23-12.mp3?rev=031b3dd9561646d69d4a232b755bd77f,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-84cad3a06bead845587bb7a2,src-51ef501f2480c67d1ede57aa,AUDIO,https://minneapolisfed.org/-/media/files/news_events/pres/nrk05-23-12_qa.mp3?rev=9be46c79ccad4afcaedefc65ea3665d6,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8594c108521dada01f098b82,src-0b7ea71309ef047ad4875f16,VIDEO,https://www.youtube.com/live/2pOO7GDVYjc,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-864c73de4b69524f0535bcee,src-7f7ac1099e4ff0ec94685a11,VIDEO,https://www.youtube.com/watch?v=yRFsxaaU-_A,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8660c915296650e5fdbe712b,src-c423c7dc8bdca1c2494fef81,VIDEO,https://www.youtube.com/live/7B_DBWrd1rk,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-86913cbaffa675a9819c34e5,src-a80d0d11b25f743df9b7afaf,VIDEO,https://www.youtube.com/watch?v=q7d3U8kU0t0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8824cec959f0cc05ad3c39ea,src-8826cb31641b334f1e53d5d0,VIDEO,https://www.youtube.com/watch?v=VteV5qCjmqo,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-884cde958814b06a8fa57e85,src-7b4409b8d0e8e1ae26208859,VIDEO,https://www.youtube.com/watch?v=Skk6Jri_saw,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-88a5933227bb79db62d4568c,src-9185b3e89c0ef50de08dd847,VIDEO,https://www.youtube.com/watch?v=apaArGtQxu8,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-89a45c82760d1d3770247c2a,src-9550b536ee07f13c7467a187,VIDEO,https://www.youtube.com/watch?v=t_4BGU7UcQM,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8adc2497d6784ecfc793479d,src-bf47344cd41177532e0e1bf8,VIDEO,https://www.youtube.com/watch?v=fDLSSFHA4-s,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8b724527025c046396204ffd,src-30f78bdaf85527841c9b68a4,VIDEO,https://www.youtube.com/watch?v=CvpkmGrvTXQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8bd54d933bcc1a22df1cfae7,src-74704e0b18cdabb87cc3a327,VIDEO,https://www.youtube.com/watch?v=rsrEImDo-6g,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8c31e807f247d76692abbdd8,src-85d806db970e51df896bad0f,VIDEO,https://www.youtube.com/watch?v=zNmQx7fZx9g,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8ca2b652cbab04609a422a49,src-fc402f5f87200867f8543ce4,VIDEO,https://youtu.be/7nqUL6Os2aM,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8d37e4e46df33680ce31198b,src-d2ae404cc0ce6fcf88759646,VIDEO,https://www.youtube.com/watch?v=Gc0Il7XZ1ng,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8d73595b7ae9f69a450c837a,src-cbe22d37b54b2293987fde30,VIDEO,https://www.youtube.com/watch?v=vvn6u_Mxhoc,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8dc54d7fe76b207746d6936a,src-5dad488712bf3ce9976aea1c,VIDEO,https://www.youtube.com/watch?v=C4TpoCE9tQQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8dd13feaa60338edc19bfa46,src-85e410dbb31f08b75854166f,VIDEO,https://www.youtube.com/watch?v=LU7Ihkc9kUc,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8e8389924e856286d5190a1e,src-3a7e38348aad638bc5e38b7d,VIDEO,https://www.youtube.com/watch?v=r6Au7X6PY3w,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8ecf845c3b473d68d8b0927d,src-71170c0aab99ec75b3d23b4b,VIDEO,https://www.youtube.com/watch?v=MWjLIaLu5vw,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8fcc1136507296d64bd9cb2c,src-24763f475ddb95e8d62f5e33,AUDIO,https://minneapolisfed.org/-/media/files/news_events/pres/nrk11-18-13.mp3?rev=e3bf6aaa26de48d69e46a7df24bf5c0d,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8fcc1136507296d64bd9cb2c,src-24763f475ddb95e8d62f5e33,VIDEO,http://www.youtube.com/watch?v=9DVS1zu5v-Q,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-8fcc1136507296d64bd9cb2c,src-24763f475ddb95e8d62f5e33,VIDEO,http://www.youtube.com/watch?v=j1McxMJCHbs,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-908fc55313213941f07a25ad,src-5f562ae6b0d1dff5dd6342bd,VIDEO,https://www.youtube.com/watch?v=Ndl4drw5QOE,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-911cd7b9f90befdb8ee38a9b,src-f799390471874aa131b10ef9,VIDEO,https://www.youtube.com/watch?v=SAcAnchdfBY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-928c5574b79fde8ad74b88bc,src-4b2e2b611041929e4a572aab,VIDEO,https://www.youtube.com/watch?v=s6W2uszQwrw,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-92b91ecff8a757c67ff13d85,src-194d6bd82c08b3e956718616,VIDEO,https://www.youtube.com/watch?v=RZfLNcXIGa0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-944e7f6c4a0de2ef9c9cda5a,src-2d74cafb27ba92d26b0189c2,VIDEO,https://www.youtube.com/watch?v=35Jce4CXx8s,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9653581bc1b8d874e8abb61e,src-10e9903cd49e8f0caebc5017,VIDEO,https://www.youtube.com/watch?v=cx1t1RZwzc4,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-965bf33061b5afd02bf66b1b,src-e830f50f63de6e07a1f49ff1,VIDEO,https://www.youtube.com/live/hKFonQgs7tU,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-96ff61a2e2f558b1038f2388,src-249d13327aa3798e332c8011,VIDEO,https://www.youtube.com/watch?v=af_7IiNtoDA,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-976261aae1cb2d3d6cd91ec2,src-17c45eca809d3c8237bd9ec0,VIDEO,https://www.youtube.com/watch?v=SfkOkitmgns,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-976c4e6d70aa4a99c7b0d929,src-ed346a4d116f17964c6e2a9e,VIDEO,https://www.youtube.com/watch?v=bY_8iMjJJzM,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-97921db8767602a94b9d2745,src-3b5fd379e3b176f559b3d2e8,VIDEO,https://www.youtube.com/watch?v=9niGyFKYL98,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-97ac354ab75d69754a56f13e,src-96b58c656b51b4b7653870c0,VIDEO,https://www.youtube.com/live/UCY0loEGWcs?si=T-gETTvIJD1D32iB,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-996e863d01cca8874b8e2f52,src-722996e1d0f4ca1f0870dd89,VIDEO,https://youtu.be/-ClUw7fQ7Vg,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9987dbb395a670976ec12b0b,src-2a934e42effd904cea27c9d2,VIDEO,http://www.youtube.com/watch?v=oc_FsZGmFn8,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9a4659a5c3e3c3e886aed741,src-90f04160848ac5cfde830b5d,VIDEO,https://www.youtube.com/watch?v=DH7hvrN8Zy0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9ad6bb685214504b1e91088f,src-b1f4cf1e8c6802dbe5ba3272,VIDEO,https://www.youtube.com/watch?v=_n7eWwyOnBo,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9bf307141b0ab46d73845cea,src-a252d79b64d8788d10adc87b,VIDEO,http://www.youtube.com/watch?v=f4-NrDtWE2o,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9d84b46f8faf0dfd742df892,src-504804d575b2b02f4cfa7f56,VIDEO,https://www.youtube.com/watch?v=v-CMpi_sLQc,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9ef95c49960eda687539574e,src-f14ccd2b3a4f51be195276b1,VIDEO,https://www.youtube.com/watch?v=FXZsclE8D_k,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9fb4353fbdd6b01446849d29,src-c4848db0d2d5f2b05822003f,VIDEO,https://www.youtube.com/watch?v=ydyV5boZBj0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-9ff57c278c59cabdf4f5177a,src-1486738a9274c707a0d49cb6,VIDEO,https://www.youtube.com/watch?v=_QwVzn4qzTU,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a0b9e34c46963667eb82fe08,src-3eb798e77cd3e72211a05dcd,VIDEO,https://www.youtube.com/watch?v=KUTUhZk3CNc,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a19436fdfeb174337045d08a,src-b08dcb541beb062eb0d3fba9,VIDEO,https://youtube.com/live/53eGnJIOBcY,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a1cfb959b2b0dc85fa4b5608,src-bc2d49ba6be0ee16d821cc50,VIDEO,https://www.youtube.com/watch?v=6ES6yRb2AaQ,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a1e4486a315dce068c8879be,src-02ac8d9ca0c03738d73a0eb6,VIDEO,https://youtube.com/live/aKTaSa3N2mw,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a1fab1285da3e4e9a55121c0,src-0601ab9d3e46810079ee18db,VIDEO,https://www.youtube.com/watch?v=_CDayI2Afy0,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a209b4120caa7edc3dbd2626,src-1bb595aa736eecb5cb6cf448,VIDEO,https://www.youtube.com/watch?v=uLVbNPHVj5I,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a219610a24553a103bfac3d8,src-7a8fe9a3167b4506345d53a7,AUDIO,https://minneapolisfed.org/-/media/files/news_events/pres/kashkari-20180323-game.mp3?rev=51a685cfc7a64d9080ddd6647e30988e,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a219610a24553a103bfac3d8,src-7a8fe9a3167b4506345d53a7,AUDIO,https://minneapolisfed.org/-/media/files/news_events/pres/kashkari-20180323-univclub.mp3?rev=b7bc19f99f4b4157bef8970e94b5c692,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a219610a24553a103bfac3d8,src-a7b22cff87af0a858c0491ed,AUDIO,https://www.minneapolisfed.org/-/media/files/news_events/pres/kashkari-20180323-game.mp3?rev=51a685cfc7a64d9080ddd6647e30988e,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a219610a24553a103bfac3d8,src-a7b22cff87af0a858c0491ed,AUDIO,https://www.minneapolisfed.org/-/media/files/news_events/pres/kashkari-20180323-univclub.mp3?rev=b7bc19f99f4b4157bef8970e94b5c692,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a2a57c5b6cacdb5be1854789,src-a0eb340bbee311d8c0685499,AUDIO,https://www.minneapolisfed.org/-/media/files/news_events/pres/kashkari-02-16-2016-media-qa.mp3?rev=d5fcf813246542a5a431e4c02a64caea,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
comm-a2a57c5b6cacdb5be1854789,src-a0eb340bbee311d8c0685499,VIDEO,https://www.youtube.com/watch?v=JQ4ptjfB40w,LINK_INVENTORIED_NOT_BINARY_DOWNLOADED
